ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	category
GO:0051287	NAD binding	4/348	29/4195	0.216307436408308	0.899670388325228	0.899670388325228	MYCTH_98562/MYCTH_2295290/MYCTH_2295514/MYCTH_2313529	4	MF
GO:0016772	transferase activity, transferring phosphorus-containing groups	2/348	11/4195	0.230343723255312	0.899670388325228	0.899670388325228	MYCTH_2294065/MYCTH_2294928	2	MF
GO:0008236	serine-type peptidase activity	3/348	21/4195	0.250460287413842	0.899670388325228	0.899670388325228	MYCTH_2293998/MYCTH_2294250/MYCTH_2106506	3	MF
GO:0008080	N-acetyltransferase activity	4/348	31/4195	0.253151618651105	0.899670388325228	0.899670388325228	MYCTH_61659/MYCTH_2294298/MYCTH_2087754/MYCTH_2114610	4	MF
GO:0004725	protein tyrosine phosphatase activity	2/348	12/4195	0.262221966807938	0.899670388325228	0.899670388325228	MYCTH_2294193/MYCTH_2295629	2	MF
GO:0008137	NADH dehydrogenase (ubiquinone) activity	2/348	12/4195	0.262221966807938	0.899670388325228	0.899670388325228	MYCTH_2054219/MYCTH_43648	2	MF
GO:0051082	unfolded protein binding	3/348	22/4195	0.27363650397033	0.899670388325228	0.899670388325228	MYCTH_2313405/MYCTH_2295005/MYCTH_2295097	3	MF
GO:0016491	oxidoreductase activity	26/348	277/4195	0.278731923451009	0.899670388325228	0.899670388325228	MYCTH_2293947/MYCTH_2293953/MYCTH_2141262/MYCTH_2294077/MYCTH_2114100/MYCTH_2294173/MYCTH_43671/MYCTH_2294358/MYCTH_2294361/MYCTH_2122159/MYCTH_2294476/MYCTH_2294585/MYCTH_2294679/MYCTH_2294733/MYCTH_2294760/MYCTH_76126/MYCTH_2295071/MYCTH_76199/MYCTH_2295190/MYCTH_2295307/MYCTH_2295344/MYCTH_2051636/MYCTH_41800/MYCTH_110317/MYCTH_62710/MYCTH_2313529	26	MF
GO:0046872	metal ion binding	8/348	75/4195	0.280922490899927	0.899670388325228	0.899670388325228	MYCTH_2293939/MYCTH_2294433/MYCTH_16224/MYCTH_2294543/MYCTH_2294713/MYCTH_2295009/MYCTH_2106437/MYCTH_2295261	8	MF
GO:0003777	microtubule motor activity	2/348	13/4195	0.294121687455084	0.899670388325228	0.899670388325228	MYCTH_2293965/MYCTH_2294655	2	MF
GO:0005085	guanyl-nucleotide exchange factor activity	2/348	13/4195	0.294121687455084	0.899670388325228	0.899670388325228	MYCTH_2055546/MYCTH_2294980	2	MF
GO:0008081	phosphoric diester hydrolase activity	2/348	14/4195	0.325820541058461	0.899670388325228	0.899670388325228	MYCTH_2294314/MYCTH_2295439	2	MF
GO:0061630	ubiquitin protein ligase activity	2/348	14/4195	0.325820541058461	0.899670388325228	0.899670388325228	MYCTH_2294213/MYCTH_2294607	2	MF
GO:0050660	flavin adenine dinucleotide binding	7/348	68/4195	0.333014629567304	0.899670388325228	0.899670388325228	MYCTH_2141262/MYCTH_2294623/MYCTH_2294679/MYCTH_2294926/MYCTH_2295183/MYCTH_76450/MYCTH_2295595	7	MF
GO:0015078	proton transmembrane transporter activity	2/348	15/4195	0.357132730817358	0.899670388325228	0.899670388325228	MYCTH_2313301/MYCTH_2313342	2	MF
GO:0005509	calcium ion binding	4/348	37/4195	0.368840471373926	0.899670388325228	0.899670388325228	MYCTH_2294347/MYCTH_2294366/MYCTH_2294863/MYCTH_2295005	4	MF
GO:0016887	ATPase activity	5/348	49/4195	0.384244732452334	0.899670388325228	0.899670388325228	MYCTH_2294223/MYCTH_2294268/MYCTH_2294448/MYCTH_2106260/MYCTH_2295283	5	MF
GO:0009055	electron transfer activity	2/348	16/4195	0.387904501716779	0.899670388325228	0.899670388325228	MYCTH_2295190/MYCTH_62710	2	MF
GO:0000166	nucleotide binding	6/348	62/4195	0.41024418382832	0.899670388325228	0.899670388325228	MYCTH_2293982/MYCTH_2294054/MYCTH_2294253/MYCTH_2294372/MYCTH_2294433/MYCTH_2294817	6	MF
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	2/348	18/4195	0.447348341275208	0.899670388325228	0.899670388325228	MYCTH_2074905/MYCTH_2295595	2	MF
GO:0016791	phosphatase activity	2/348	18/4195	0.447348341275208	0.899670388325228	0.899670388325228	MYCTH_2294193/MYCTH_2294274	2	MF
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	9/348	100/4195	0.450739897617852	0.899670388325228	0.899670388325228	MYCTH_90655/MYCTH_43356/MYCTH_62175/MYCTH_2294755/MYCTH_42937/MYCTH_2087807/MYCTH_99077/MYCTH_2295445/MYCTH_86753	9	MF
GO:0003712	transcription coregulator activity	2/348	20/4195	0.503421067792156	0.899670388325228	0.899670388325228	MYCTH_2294414/MYCTH_2294761	2	MF
GO:0046983	protein dimerization activity	2/348	21/4195	0.530048518358294	0.899670388325228	0.899670388325228	MYCTH_2295245/MYCTH_2136757	2	MF
GO:0003824	catalytic activity	33/348	399/4195	0.537044351824741	0.899670388325228	0.899670388325228	MYCTH_2294006/MYCTH_2141262/MYCTH_75490/MYCTH_2294099/MYCTH_2294243/MYCTH_2294267/MYCTH_2294347/MYCTH_2294405/MYCTH_2294415/MYCTH_2294427/MYCTH_2294429/MYCTH_2294540/MYCTH_2294623/MYCTH_2141429/MYCTH_2294705/MYCTH_35909/MYCTH_2294749/MYCTH_2294846/MYCTH_2294863/MYCTH_2294998/MYCTH_105847/MYCTH_2087807/MYCTH_2295261/MYCTH_2295268/MYCTH_2295284/MYCTH_23848/MYCTH_2295355/MYCTH_2295392/MYCTH_110317/MYCTH_2295445/MYCTH_2295490/MYCTH_2122605/MYCTH_2295601	33	MF
GO:0005524	ATP binding	39/348	474/4195	0.550290398629618	0.899670388325228	0.899670388325228	MYCTH_2293954/MYCTH_2049934/MYCTH_2293965/MYCTH_2293982/MYCTH_31411/MYCTH_2294003/MYCTH_2294039/MYCTH_2294054/MYCTH_2051419/MYCTH_2294188/MYCTH_61755/MYCTH_2131445/MYCTH_2294223/MYCTH_2294224/MYCTH_2294268/MYCTH_2294372/MYCTH_2294445/MYCTH_2294448/MYCTH_2294478/MYCTH_2294543/MYCTH_2294655/MYCTH_2294664/MYCTH_2294706/MYCTH_2106260/MYCTH_2294727/MYCTH_44797/MYCTH_2294870/MYCTH_2295050/MYCTH_2295056/MYCTH_2295090/MYCTH_2295097/MYCTH_2295098/MYCTH_2295173/MYCTH_2295177/MYCTH_2106437/MYCTH_2295283/MYCTH_2136712/MYCTH_2114650/MYCTH_2295521	39	MF
GO:0050661	NADP binding	2/348	22/4195	0.55568971979709	0.899670388325228	0.899670388325228	MYCTH_2074905/MYCTH_76450	2	MF
GO:0004812	aminoacyl-tRNA ligase activity	3/348	35/4195	0.564730676441611	0.899670388325228	0.899670388325228	MYCTH_2293982/MYCTH_2294054/MYCTH_2294372	3	MF
GO:0000049	tRNA binding	1/348	10/4195	0.579776709957402	0.899670388325228	0.899670388325228	MYCTH_2293982	1	MF
GO:0005096	GTPase activator activity	1/348	10/4195	0.579776709957402	0.899670388325228	0.899670388325228	MYCTH_2141524	1	MF
GO:0008536	Ran GTPase binding	1/348	10/4195	0.579776709957402	0.899670388325228	0.899670388325228	MYCTH_2294343	1	MF
GO:0016831	carboxy-lyase activity	1/348	10/4195	0.579776709957402	0.899670388325228	0.899670388325228	MYCTH_2295409	1	MF
GO:0017056	structural constituent of nuclear pore	1/348	10/4195	0.579776709957402	0.899670388325228	0.899670388325228	MYCTH_2295069	1	MF
GO:0004190	aspartic-type endopeptidase activity	2/348	23/4195	0.580324678248108	0.899670388325228	0.899670388325228	MYCTH_2295287/MYCTH_2295424	2	MF
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	2/348	23/4195	0.580324678248108	0.899670388325228	0.899670388325228	MYCTH_2294412/MYCTH_105847	2	MF
GO:0008270	zinc ion binding	21/348	261/4195	0.594901394504879	0.899670388325228	0.899670388325228	MYCTH_2293953/MYCTH_2054216/MYCTH_2136371/MYCTH_2050335/MYCTH_2294181/MYCTH_2051994/MYCTH_2294213/MYCTH_2294353/MYCTH_2294366/MYCTH_75696/MYCTH_2122159/MYCTH_2294589/MYCTH_35909/MYCTH_2294789/MYCTH_98907/MYCTH_2294854/MYCTH_98955/MYCTH_2295212/MYCTH_2295324/MYCTH_44604/MYCTH_2295596	21	MF
GO:0003676	nucleic acid binding	17/348	214/4195	0.613891330277217	0.899670388325228	0.899670388325228	MYCTH_2293944/MYCTH_31411/MYCTH_2294008/MYCTH_2294054/MYCTH_2054216/MYCTH_2136371/MYCTH_2294324/MYCTH_2294503/MYCTH_2294614/MYCTH_2294700/MYCTH_2294810/MYCTH_2294867/MYCTH_2295090/MYCTH_105822/MYCTH_2295347/MYCTH_2087998/MYCTH_2295591	17	MF
GO:0004672	protein kinase activity	12/348	152/4195	0.616730061572263	0.899670388325228	0.899670388325228	MYCTH_2294039/MYCTH_2051419/MYCTH_2294188/MYCTH_61755/MYCTH_2294445/MYCTH_2294727/MYCTH_2294870/MYCTH_2295050/MYCTH_2295173/MYCTH_2295177/MYCTH_2136712/MYCTH_2295521	12	MF
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	9/348	115/4195	0.623882520031389	0.899670388325228	0.899670388325228	MYCTH_2294181/MYCTH_2294353/MYCTH_75696/MYCTH_2294789/MYCTH_98907/MYCTH_98955/MYCTH_2295212/MYCTH_44604/MYCTH_2295596	9	MF
GO:0003743	translation initiation factor activity	2/348	25/4195	0.626544711086377	0.899670388325228	0.899670388325228	MYCTH_2313336/MYCTH_76163	2	MF
GO:0004222	metalloendopeptidase activity	1/348	12/4195	0.646765285156672	0.899670388325228	0.899670388325228	MYCTH_2295261	1	MF
GO:0016746	transferase activity, transferring acyl groups	1/348	13/4195	0.676152251631804	0.899670388325228	0.899670388325228	MYCTH_2294037	1	MF
GO:0036459	GO:0036459	1/348	13/4195	0.676152251631804	0.899670388325228	0.899670388325228	MYCTH_2055311	1	MF
GO:0004518	nuclease activity	1/348	14/4195	0.70310084475283	0.899670388325228	0.899670388325228	MYCTH_14609	1	MF
GO:0008061	chitin binding	1/348	14/4195	0.70310084475283	0.899670388325228	0.899670388325228	MYCTH_98773	1	MF
GO:0016757	transferase activity, transferring glycosyl groups	1/348	14/4195	0.70310084475283	0.899670388325228	0.899670388325228	MYCTH_2294852	1	MF
GO:0016758	transferase activity, transferring hexosyl groups	1/348	14/4195	0.70310084475283	0.899670388325228	0.899670388325228	MYCTH_2294795	1	MF
GO:0043565	sequence-specific DNA binding	1/348	14/4195	0.70310084475283	0.899670388325228	0.899670388325228	MYCTH_41855	1	MF
GO:0003700	DNA-binding transcription factor activity	3/348	44/4195	0.71982702582595	0.899670388325228	0.899670388325228	MYCTH_2136371/MYCTH_8962/MYCTH_2295346	3	MF
GO:0003677	DNA binding	16/348	216/4195	0.723189617714339	0.899670388325228	0.899670388325228	MYCTH_2294145/MYCTH_2294230/MYCTH_2294353/MYCTH_75696/MYCTH_2294400/MYCTH_2294421/MYCTH_2294525/MYCTH_2294589/MYCTH_2294738/MYCTH_2294854/MYCTH_2295109/MYCTH_2295212/MYCTH_2295245/MYCTH_2295324/MYCTH_2295624/MYCTH_2039938	16	MF
GO:0008237	metallopeptidase activity	1/348	15/4195	0.727812852891078	0.899670388325228	0.899670388325228	MYCTH_2050660	1	MF
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	1/348	15/4195	0.727812852891078	0.899670388325228	0.899670388325228	MYCTH_99103	1	MF
GO:0071949	FAD binding	3/348	46/4195	0.747786046157771	0.899670388325228	0.899670388325228	MYCTH_2141262/MYCTH_2294361/MYCTH_2295025	3	MF
GO:0005507	copper ion binding	1/348	16/4195	0.750473409636032	0.899670388325228	0.899670388325228	MYCTH_2294433	1	MF
GO:0010181	FMN binding	1/348	16/4195	0.750473409636032	0.899670388325228	0.899670388325228	MYCTH_2295307	1	MF
GO:0030248	cellulose binding	1/348	16/4195	0.750473409636032	0.899670388325228	0.899670388325228	MYCTH_86753	1	MF
GO:0005506	iron ion binding	5/348	76/4195	0.768117310946596	0.899670388325228	0.899670388325228	MYCTH_2294240/MYCTH_110187/MYCTH_2294752/MYCTH_2051636/MYCTH_2114617	5	MF
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	4/348	63/4195	0.779667968672113	0.899670388325228	0.899670388325228	MYCTH_110187/MYCTH_2294752/MYCTH_2051636/MYCTH_2114617	4	MF
GO:0003735	structural constituent of ribosome	8/348	119/4195	0.783431667772779	0.899670388325228	0.899670388325228	MYCTH_2294218/MYCTH_2122073/MYCTH_2313379/MYCTH_2294821/MYCTH_2295089/MYCTH_2295112/MYCTH_2295293/MYCTH_62593	8	MF
GO:0004497	monooxygenase activity	1/348	18/4195	0.790305542607891	0.899670388325228	0.899670388325228	MYCTH_110187	1	MF
GO:0030170	pyridoxal phosphate binding	3/348	50/4195	0.796986709940286	0.899670388325228	0.899670388325228	MYCTH_2294749/MYCTH_2294998/MYCTH_2295284	3	MF
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	1/348	19/4195	0.807775897209867	0.899670388325228	0.899670388325228	MYCTH_2294679	1	MF
GO:0020037	heme binding	5/348	81/4195	0.814473357612488	0.899670388325228	0.899670388325228	MYCTH_2294361/MYCTH_110187/MYCTH_2294752/MYCTH_2294840/MYCTH_2114617	5	MF
GO:0031177	phosphopantetheine binding	1/348	20/4195	0.823794572442378	0.899670388325228	0.899670388325228	MYCTH_2295392	1	MF
GO:0004252	serine-type endopeptidase activity	1/348	22/4195	0.851948168258463	0.906560230326313	0.906560230326313	MYCTH_2293998	1	MF
GO:0051536	iron-sulfur cluster binding	1/348	22/4195	0.851948168258463	0.906560230326313	0.906560230326313	MYCTH_2295190	1	MF
GO:0022857	transmembrane transporter activity	12/348	191/4195	0.881527837563643	0.926162158452941	0.926162158452941	MYCTH_2294340/MYCTH_2295230/MYCTH_2295309/MYCTH_2295321/MYCTH_2295353/MYCTH_2295358/MYCTH_2030361/MYCTH_2295444/MYCTH_43941/MYCTH_2295501/MYCTH_41714/MYCTH_2295570	12	MF
GO:0046982	protein heterodimerization activity	1/348	30/4195	0.926275341239077	0.961010666535542	0.961010666535542	MYCTH_41855	1	MF
GO:0008168	methyltransferase activity	1/348	40/4195	0.969220905885359	0.986530353930628	0.986530353930628	MYCTH_2295512	1	MF
GO:0016787	hydrolase activity	5/348	119/4195	0.974644446051946	0.986530353930628	0.986530353930628	MYCTH_2293939/MYCTH_2294109/MYCTH_2294236/MYCTH_2295098/MYCTH_2295409	5	MF
GO:0003723	RNA binding	2/348	109/4195	0.999221110391227	0.999221110391227	0.999221110391227	MYCTH_2294372/MYCTH_2313336	2	MF
GO:0015986	ATP synthesis coupled proton transport	4/266	15/3275	0.0283713562701936	0.937799861289563	0.937799861289563	MYCTH_2313301/MYCTH_2313342/MYCTH_2294734/MYCTH_2295174	4	BP
GO:0008033	tRNA processing	4/266	19/3275	0.0624234336847567	0.937799861289563	0.937799861289563	MYCTH_2294405/MYCTH_2294623/MYCTH_2294926/MYCTH_2295183	4	BP
GO:0051603	proteolysis involved in cellular protein catabolic process	3/266	13/3275	0.0824323233233051	0.937799861289563	0.937799861289563	MYCTH_2055659/MYCTH_2136659/MYCTH_2313535	3	BP
GO:0006099	tricarboxylic acid cycle	3/266	16/3275	0.135179180946036	0.937799861289563	0.937799861289563	MYCTH_2294679/MYCTH_2295190/MYCTH_2295514	3	BP
GO:0055114	oxidation-reduction process	40/266	419/3275	0.147775803890026	0.937799861289563	0.937799861289563	MYCTH_98562/MYCTH_2293953/MYCTH_2141262/MYCTH_2294077/MYCTH_2294173/MYCTH_2294240/MYCTH_43671/MYCTH_2294361/MYCTH_2122159/MYCTH_2294476/MYCTH_2313331/MYCTH_62052/MYCTH_2294585/MYCTH_2294623/MYCTH_110187/MYCTH_2294679/MYCTH_2294733/MYCTH_2294752/MYCTH_2294760/MYCTH_2074905/MYCTH_2294840/MYCTH_2294926/MYCTH_76126/MYCTH_2295074/MYCTH_2295138/MYCTH_2295183/MYCTH_2295190/MYCTH_2295290/MYCTH_2295344/MYCTH_114008/MYCTH_2051636/MYCTH_2114617/MYCTH_41800/MYCTH_110317/MYCTH_2054219/MYCTH_43648/MYCTH_76450/MYCTH_2295514/MYCTH_2295595/MYCTH_2313529	40	BP
GO:0006457	protein folding	5/266	35/3275	0.14996756494462	0.937799861289563	0.937799861289563	MYCTH_2294621/MYCTH_2313405/MYCTH_2295005/MYCTH_2295097/MYCTH_2313485	5	BP
GO:0006506	GPI anchor biosynthetic process	3/266	17/3275	0.154819224354282	0.937799861289563	0.937799861289563	MYCTH_2294037/MYCTH_2294852/MYCTH_2295132	3	BP
GO:0006629	lipid metabolic process	5/266	37/3275	0.177219602358266	0.937799861289563	0.937799861289563	MYCTH_2294314/MYCTH_2037035/MYCTH_2294774/MYCTH_2294825/MYCTH_2295439	5	BP
GO:0000413	protein peptidyl-prolyl isomerization	2/266	10/3275	0.192252884908785	0.937799861289563	0.937799861289563	MYCTH_2294621/MYCTH_2313485	2	BP
GO:0016310	phosphorylation	2/266	10/3275	0.192252884908785	0.937799861289563	0.937799861289563	MYCTH_2294065/MYCTH_2294928	2	BP
GO:0000160	phosphorelay signal transduction system	2/266	13/3275	0.285447454774677	0.937799861289563	0.937799861289563	MYCTH_2294065/MYCTH_2294928	2	BP
GO:0007018	microtubule-based movement	2/266	13/3275	0.285447454774677	0.937799861289563	0.937799861289563	MYCTH_2293965/MYCTH_2294655	2	BP
GO:0006470	protein dephosphorylation	2/266	14/3275	0.316544908488718	0.937799861289563	0.937799861289563	MYCTH_2294193/MYCTH_2295629	2	BP
GO:0006357	regulation of transcription by RNA polymerase II	3/266	25/3275	0.331729779824255	0.937799861289563	0.937799861289563	MYCTH_2294414/MYCTH_2294761/MYCTH_2295180	3	BP
GO:0009116	nucleoside metabolic process	2/266	15/3275	0.347323267249214	0.937799861289563	0.937799861289563	MYCTH_61858/MYCTH_23848	2	BP
GO:0009058	biosynthetic process	4/266	40/3275	0.410840053274952	0.937799861289563	0.937799861289563	MYCTH_2293954/MYCTH_2049934/MYCTH_2294749/MYCTH_2295284	4	BP
GO:0006351	transcription, DNA-templated	9/266	99/3275	0.413227522915492	0.937799861289563	0.937799861289563	MYCTH_2294353/MYCTH_75696/MYCTH_2294525/MYCTH_2294589/MYCTH_2294854/MYCTH_2295109/MYCTH_2295212/MYCTH_2295324/MYCTH_2039938	9	BP
GO:0006418	tRNA aminoacylation for protein translation	3/266	29/3275	0.422841733223674	0.937799861289563	0.937799861289563	MYCTH_2293982/MYCTH_2294054/MYCTH_2294372	3	BP
GO:0042254	ribosome biogenesis	2/266	19/3275	0.464568523550397	0.937799861289563	0.937799861289563	MYCTH_2293969/MYCTH_2294784	2	BP
GO:0006397	mRNA processing	2/266	21/3275	0.518424714234815	0.937799861289563	0.937799861289563	MYCTH_2294247/MYCTH_2294815	2	BP
GO:0006468	protein phosphorylation	12/266	150/3275	0.567910838798	0.937799861289563	0.937799861289563	MYCTH_2294039/MYCTH_2051419/MYCTH_2294188/MYCTH_61755/MYCTH_2294445/MYCTH_2294727/MYCTH_2294870/MYCTH_2295050/MYCTH_2295173/MYCTH_2295177/MYCTH_2136712/MYCTH_2295521	12	BP
GO:0006298	mismatch repair	1/266	10/3275	0.57186548670077	0.937799861289563	0.937799861289563	MYCTH_2114650	1	BP
GO:0006979	response to oxidative stress	1/266	10/3275	0.57186548670077	0.937799861289563	0.937799861289563	MYCTH_2294840	1	BP
GO:0008299	isoprenoid biosynthetic process	1/266	10/3275	0.57186548670077	0.937799861289563	0.937799861289563	MYCTH_114008	1	BP
GO:0016311	dephosphorylation	1/266	10/3275	0.57186548670077	0.937799861289563	0.937799861289563	MYCTH_2294193	1	BP
GO:0045454	cell redox homeostasis	1/266	10/3275	0.57186548670077	0.937799861289563	0.937799861289563	MYCTH_2295433	1	BP
GO:0006355	regulation of transcription, DNA-templated	15/266	189/3275	0.579522479664544	0.937799861289563	0.937799861289563	MYCTH_2136371/MYCTH_2294181/MYCTH_2294353/MYCTH_75696/MYCTH_8962/MYCTH_2294789/MYCTH_98907/MYCTH_41855/MYCTH_98955/MYCTH_2295212/MYCTH_99040/MYCTH_2295346/MYCTH_44604/MYCTH_2295596/MYCTH_2295624	15	BP
GO:0006508	proteolysis	7/266	90/3275	0.605819127865625	0.937799861289563	0.937799861289563	MYCTH_2293998/MYCTH_2294250/MYCTH_2295261/MYCTH_2295287/MYCTH_2106506/MYCTH_2295424/MYCTH_2295609	7	BP
GO:0006270	DNA replication initiation	1/266	11/3275	0.606745664507078	0.937799861289563	0.937799861289563	MYCTH_2294999	1	BP
GO:0006367	transcription initiation from RNA polymerase II promoter	1/266	11/3275	0.606745664507078	0.937799861289563	0.937799861289563	MYCTH_2294640	1	BP
GO:0008654	phospholipid biosynthetic process	1/266	11/3275	0.606745664507078	0.937799861289563	0.937799861289563	MYCTH_2294110	1	BP
GO:0035556	intracellular signal transduction	1/266	12/3275	0.63879396513242	0.937799861289563	0.937799861289563	MYCTH_2294267	1	BP
GO:0019752	carboxylic acid metabolic process	1/266	13/3275	0.668239507662232	0.937799861289563	0.937799861289563	MYCTH_110317	1	BP
GO:0007165	signal transduction	3/266	42/3275	0.675616838900636	0.937799861289563	0.937799861289563	MYCTH_2294065/MYCTH_2294267/MYCTH_2294928	3	BP
GO:0005975	carbohydrate metabolic process	12/266	164/3275	0.693783141067856	0.937799861289563	0.937799861289563	MYCTH_90655/MYCTH_43356/MYCTH_2294427/MYCTH_98773/MYCTH_62175/MYCTH_2294755/MYCTH_42937/MYCTH_2087807/MYCTH_110317/MYCTH_2295445/MYCTH_86753/MYCTH_2313529	12	BP
GO:0030001	metal ion transport	1/266	14/3275	0.695292938367887	0.937799861289563	0.937799861289563	MYCTH_2294433	1	BP
GO:0006413	translational initiation	1/266	15/3275	0.720147914876363	0.937799861289563	0.937799861289563	MYCTH_2313336	1	BP
GO:0006520	cellular amino acid metabolic process	1/266	15/3275	0.720147914876363	0.937799861289563	0.937799861289563	MYCTH_2294099	1	BP
GO:0016579	protein deubiquitination	1/266	15/3275	0.720147914876363	0.937799861289563	0.937799861289563	MYCTH_2055311	1	BP
GO:0006338	chromatin remodeling	1/266	16/3275	0.742982471515286	0.937799861289563	0.937799861289563	MYCTH_105669	1	BP
GO:0055085	transmembrane transport	22/266	305/3275	0.760558250978711	0.937799861289563	0.937799861289563	MYCTH_75421/MYCTH_2294197/MYCTH_2294223/MYCTH_2294268/MYCTH_2294340/MYCTH_2294448/MYCTH_2294661/MYCTH_2106260/MYCTH_2055845/MYCTH_2294942/MYCTH_2295230/MYCTH_2295309/MYCTH_2295321/MYCTH_2295353/MYCTH_2295358/MYCTH_2295416/MYCTH_2030361/MYCTH_2295444/MYCTH_43941/MYCTH_2295501/MYCTH_41714/MYCTH_2295570	22	BP
GO:0006511	ubiquitin-dependent protein catabolic process	2/266	34/3275	0.776736431929838	0.937799861289563	0.937799861289563	MYCTH_2055311/MYCTH_2313535	2	BP
GO:0006412	translation	7/266	110/3275	0.80327711600653	0.937799861289563	0.937799861289563	MYCTH_2294218/MYCTH_2122073/MYCTH_2313379/MYCTH_2294821/MYCTH_2295112/MYCTH_2295293/MYCTH_62593	7	BP
GO:0006886	intracellular protein transport	3/266	54/3275	0.827434568448442	0.937799861289563	0.937799861289563	MYCTH_2073127/MYCTH_2294343/MYCTH_2294574	3	BP
GO:0006364	rRNA processing	1/266	21/3275	0.832136614676136	0.937799861289563	0.937799861289563	MYCTH_2294784	1	BP
GO:0006812	cation transport	1/266	22/3275	0.845858698418037	0.937799861289563	0.937799861289563	MYCTH_2294433	1	BP
GO:0000398	mRNA splicing, via spliceosome	1/266	28/3275	0.907647760355222	0.984894378257794	0.984894378257794	MYCTH_2294700	1	BP
GO:0006396	RNA processing	1/266	34/3275	0.944722763845524	0.988004844463866	0.988004844463866	MYCTH_2294835	1	BP
GO:0006260	DNA replication	1/266	35/3275	0.949259556445675	0.988004844463866	0.988004844463866	MYCTH_2294663	1	BP
GO:0016192	vesicle-mediated transport	1/266	46/3275	0.980255375875537	0.995027065026421	0.995027065026421	MYCTH_2294730	1	BP
GO:0006281	DNA repair	1/266	62/3275	0.995027065026421	0.995027065026421	0.995027065026421	MYCTH_2019108	1	BP
GO:0005730	nucleolus	4/138	10/1514	0.00898210480890396	0.143713676942463	0.122913013174475	MYCTH_2293969/MYCTH_2295275/MYCTH_99178/MYCTH_2295624	4	CC
GO:0005783	endoplasmic reticulum	4/138	13/1514	0.0246314521528175	0.175735226245427	0.15029986455201	MYCTH_2313331/MYCTH_2294574/MYCTH_2294795/MYCTH_2295005	4	CC
