ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	category
GO:0000166	nucleotide binding	18/646	83/6066	0.00235589176987462	0.0224880578033487	0.0189373118343989	ANI_1_1288084/ANI_1_1494104/ANI_1_350074/ANI_1_2608024/ANI_1_338024/ANI_1_1264144/ANI_1_982134/ANI_1_1972094/ANI_1_834164/ANI_1_558104/ANI_1_434144/ANI_1_1700134/ANI_1_56074/ANI_1_1992024/ANI_1_720014/ANI_1_1282014/ANI_1_964074/ANI_1_230054	18	MF
GO:0016772	transferase activity, transferring phosphorus-containing groups	6/646	15/6066	0.00306633385256542	0.0268304212099474	0.0225940389136399	ANI_1_2808024/ANI_1_3278024/ANI_1_1000064/ANI_1_2804024/ANI_1_1242104/ANI_1_544024	6	MF
GO:0061630	ubiquitin protein ligase activity	7/646	20/6066	0.00336414355821379	0.0270159525265006	0.02275027581179	ANI_1_386014/ANI_1_2062024/ANI_1_226094/ANI_1_994074/ANI_1_154074/ANI_1_1732104/ANI_1_872094	7	MF
GO:0000155	phosphorelay sensor kinase activity	5/646	11/6066	0.00360212700353341	0.0270159525265006	0.02275027581179	ANI_1_2808024/ANI_1_3278024/ANI_1_1000064/ANI_1_2804024/ANI_1_1242104	5	MF
GO:0004843	thiol-dependent ubiquitin-specific protease activity	7/646	21/6066	0.00459056440899274	0.0321339508629492	0.0270601691477467	ANI_1_1480144/ANI_1_2082024/ANI_1_684084/ANI_1_462104/ANI_1_170154/ANI_1_166054/ANI_1_2270024	7	MF
GO:0004386	helicase activity	7/646	22/6066	0.00612605548707967	0.0402022391339603	0.0338545171654403	ANI_1_178174/ANI_1_2728014/ANI_1_848074/ANI_1_1062104/ANI_1_1972094/ANI_1_40044/ANI_1_548124	7	MF
GO:0007165	signal transduction	20/449	42/4114	1.99493372671229e-09	1.17701089876025e-07	9.02970002617144e-08	ANI_1_184174/ANI_1_352154/ANI_1_572014/ANI_1_2808024/ANI_1_1130024/ANI_1_824074/ANI_1_2598024/ANI_1_3278024/ANI_1_1000064/ANI_1_466134/ANI_1_212094/ANI_1_1012064/ANI_1_2804024/ANI_1_1436024/ANI_1_1484164/ANI_1_500144/ANI_1_1242104/ANI_1_248164/ANI_1_508054/ANI_1_306014	20	BP
GO:0006260	DNA replication	12/449	37/4114	0.000354295409719662	0.01045171458673	0.00801826453576076	ANI_1_52134/ANI_1_338024/ANI_1_2080024/ANI_1_884124/ANI_1_540124/ANI_1_1972094/ANI_1_1442024/ANI_1_434144/ANI_1_342014/ANI_1_604024/ANI_1_692144/ANI_1_2054024	12	BP
GO:0006468	protein phosphorylation	29/449	147/4114	0.000949941092063578	0.0186821748105837	0.0143324445469242	ANI_1_1450164/ANI_1_518154/ANI_1_2808024/ANI_1_1584184/ANI_1_2436074/ANI_1_848014/ANI_1_450074/ANI_1_760064/ANI_1_1236024/ANI_1_114154/ANI_1_808164/ANI_1_184074/ANI_1_1390094/ANI_1_1746014/ANI_1_760134/ANI_1_474134/ANI_1_514114/ANI_1_724184/ANI_1_604074/ANI_1_274154/ANI_1_468074/ANI_1_16044/ANI_1_262024/ANI_1_410094/ANI_1_1978064/ANI_1_986104/ANI_1_1482134/ANI_1_938024/ANI_1_3070024	29	BP
GO:0016310	phosphorylation	6/449	13/4114	0.00143356615268333	0.0211451007520791	0.016221932780364	ANI_1_2808024/ANI_1_3278024/ANI_1_1000064/ANI_1_2804024/ANI_1_1242104/ANI_1_544024	6	BP
GO:0016579	protein deubiquitination	7/449	18/4114	0.00191320638359748	0.0225758353264503	0.0173195525251982	ANI_1_1480144/ANI_1_2082024/ANI_1_684084/ANI_1_462104/ANI_1_170154/ANI_1_166054/ANI_1_2270024	7	BP
GO:0006511	ubiquitin-dependent protein catabolic process	10/449	34/4114	0.00252547077474212	0.0248337959516308	0.019051797072616	ANI_1_2082024/ANI_1_684084/ANI_1_258094/ANI_1_462104/ANI_1_2010094/ANI_1_166054/ANI_1_2270024/ANI_1_154074/ANI_1_368184/ANI_1_872094	10	BP
GO:0000160	phosphorelay signal transduction system	6/449	15/4114	0.00345479968198241	0.0291190258909946	0.0223393062143223	ANI_1_2808024/ANI_1_3278024/ANI_1_1000064/ANI_1_2804024/ANI_1_474134/ANI_1_1242104	6	BP
GO:0006270	DNA replication initiation	5/449	11/4114	0.00399723096755424	0.0294795783857125	0.0226159120532674	ANI_1_3260014/ANI_1_540124/ANI_1_1442024/ANI_1_342014/ANI_1_692144	5	BP
GO:0006886	intracellular protein transport	12/449	50/4114	0.00620498892111471	0.0406771495939742	0.0312063770301675	ANI_1_2584024/ANI_1_260064/ANI_1_134/ANI_1_456074/ANI_1_438184/ANI_1_154094/ANI_1_776164/ANI_1_1664134/ANI_1_168154/ANI_1_282134/ANI_1_348144/ANI_1_198064	12	BP
GO:0005634	nucleus	24/183	115/1626	0.00136794882055036	0.0164153858466043	0.012959515142056	ANI_1_176174/ANI_1_166174/ANI_1_2152074/ANI_1_1820074/ANI_1_490154/ANI_1_238074/ANI_1_2080024/ANI_1_884124/ANI_1_540124/ANI_1_1234074/ANI_1_194154/ANI_1_210154/ANI_1_1242014/ANI_1_78124/ANI_1_1230144/ANI_1_1442024/ANI_1_1454094/ANI_1_434144/ANI_1_1922014/ANI_1_342064/ANI_1_2518094/ANI_1_204134/ANI_1_2950024/ANI_1_2636024	24	CC
