PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
37143012,High-level production of Aspergillus niger prolyl endopeptidase from agricultural residue and its application in beer brewing,"Liu M, Hu M, Zhou H, Dong Z, Chen X.",Microb Cell Fact. 2023 May 4;22(1):93. doi: 10.1186/s12934-023-02087-1.,Liu M,Microb Cell Fact,2023,2023/5/4,PMC10161650,,10.1186/s12934-023-02087-1
37650371,Effect of amino acids on biomineralization of lead ions by Aspergillus niger,"Zhang J, Hao R, Shan B, Ye Y, Li J, Lu A.",Water Environ Res. 2023 Sep;95(9):e10924. doi: 10.1002/wer.10924.,Zhang J,Water Environ Res,2023,2023/8/31,,,10.1002/wer.10924
37150365,Bioprocess development for extraction and purification of cellulases from Aspergillus niger 3ASZ using statistical experimental design techniques,"Sorour AA, Olama ZA, El-Naggar MY, Ali SM.",Int J Biol Macromol. 2023 Jul 1;242(Pt 1):124759. doi: 10.1016/j.ijbiomac.2023.124759. Epub 2023 May 6.,Sorour AA,Int J Biol Macromol,2023,2023/5/7,,,10.1016/j.ijbiomac.2023.124759
37311683,Mycelium-bound chlorogenate hydrolase of Aspergillus niger AKU 3302 as a stable immobilized biocatalyst,"Butiuk AP, Martos MA, Hours RA.",J Biosci Bioeng. 2023 Aug;136(2):94-101. doi: 10.1016/j.jbiosc.2023.05.007. Epub 2023 Jun 11.,Butiuk AP,J Biosci Bioeng,2023,2023/6/13,,,10.1016/j.jbiosc.2023.05.007
36227534,Evaluation of Antifungal Metabolites Produced by Lactic Acid Bacteria,"Fugaban JII, Jung ES, Todorov SD, Holzapfel WH.",Probiotics Antimicrob Proteins. 2023 Oct;15(5):1447-1463. doi: 10.1007/s12602-022-09995-5. Epub 2022 Oct 13.,Fugaban JII,Probiotics Antimicrob Proteins,2023,2022/10/13,,,10.1007/s12602-022-09995-5
36427581,Multi-efficient endoglucanase from Aspergillus niger MPS25 and its potential applications in saccharification of wheat straw and waste paper deinking,"Dixit M, Shukla P.",Chemosphere. 2023 Feb;313:137298. doi: 10.1016/j.chemosphere.2022.137298. Epub 2022 Nov 22.,Dixit M,Chemosphere,2023,2022/11/25,,,10.1016/j.chemosphere.2022.137298
36216116,"A sustainable approach to the degradation of dyes by fungal species isolated from industrial wastewaters: Performance, parametric optimization, kinetics and degradation mechanism","Gul R, Sharma P, Kumar R, Umar A, Ibrahim AA, Alhamami MAM, Jaswal VS, Kumar M, Dixit A, Baskoutas S.",Environ Res. 2023 Jan 1;216(Pt 1):114407. doi: 10.1016/j.envres.2022.114407. Epub 2022 Oct 7.,Gul R,Environ Res,2023,2022/10/10,,,10.1016/j.envres.2022.114407
36493475,Structural properties and adsorption capacities of Mesona chinensis Benth residues dietary fiber prepared by cellulase treatment assisted by Aspergillus niger or Trichoderma reesei,"Si J, Yang C, Chen Y, Xie J, Tian S, Cheng Y, Hu X, Yu Q.",Food Chem. 2023 May 1;407:135149. doi: 10.1016/j.foodchem.2022.135149. Epub 2022 Dec 5.,Si J,Food Chem,2023,2022/12/9,,,10.1016/j.foodchem.2022.135149
36841771,Combining manipulation of integration loci and secretory pathway on expression of an Aspergillus niger glucose oxidase gene in Trichoderma reesei,"Ji W, Wang X, Liu X, Wang Y, Liu F, Xu B, Luo H, Tu T, Zhang W, Xu X, Su X.",Microb Cell Fact. 2023 Feb 25;22(1):38. doi: 10.1186/s12934-023-02046-w.,Ji W,Microb Cell Fact,2023,2023/2/25,PMC9960163,,10.1186/s12934-023-02046-w
37689961,Antifungal activity of star anise extract against Penicillium roqueforti and Aspergillus niger for bread shelf life,"Bao Z, Fan M, Hannachi K, Li T, Zhao J, Li Y, Qian H, Wang L.",Food Res Int. 2023 Oct;172:113225. doi: 10.1016/j.foodres.2023.113225. Epub 2023 Jul 4.,Bao Z,Food Res Int,2023,2023/9/10,,,10.1016/j.foodres.2023.113225
36651760,"A Simple CRISPR/Cas9 System for Efficiently Targeting Genes of Aspergillus Section Flavi Species, Aspergillus nidulans, Aspergillus fumigatus, Aspergillus terreus, and Aspergillus niger",Chang PK.,Microbiol Spectr. 2023 Feb 14;11(1):e0464822. doi: 10.1128/spectrum.04648-22. Epub 2023 Jan 18.,Chang PK,Microbiol Spectr,2023,2023/1/18,PMC9927283,,10.1128/spectrum.04648-22
37355062,Adsorption-precipitation-cross-linking immobilization of GDSL-type esterase from Aspergillus niger GZUF36 by polydopamine-modified magnetic clarity tetroxide nanocouplings and its enzymatic characterization,"Luo C, Hu Y, Xing S, Xie W, Li C, He L, Wang X, Zeng X.",Int J Biol Macromol. 2023 Aug 1;245:125533. doi: 10.1016/j.ijbiomac.2023.125533. Epub 2023 Jun 22.,Luo C,Int J Biol Macromol,2023,2023/6/24,,,10.1016/j.ijbiomac.2023.125533
36801368,The transcriptional activator ClrB is crucial for the degradation of soybean hulls and guar gum in Aspergillus niger,"Kun RS, Garrigues S, Peng M, Keymanesh K, Lipzen A, Ng V, Tejomurthula S, Grigoriev IV, de Vries RP.",Fungal Genet Biol. 2023 Mar;165:103781. doi: 10.1016/j.fgb.2023.103781. Epub 2023 Feb 17.,Kun RS,Fungal Genet Biol,2023,2023/2/21,,,10.1016/j.fgb.2023.103781
36809388,AnAzf1 acts as a positive regulator of ochratoxin A biosynthesis in Aspergillus niger,"Wei S, Hu C, Zhang Y, Lv Y, Zhang S, Zhai H, Hu Y.",Appl Microbiol Biotechnol. 2023 Apr;107(7-8):2501-2514. doi: 10.1007/s00253-023-12404-8. Epub 2023 Feb 21.,Wei S,Appl Microbiol Biotechnol,2023,2023/2/22,,,10.1007/s00253-023-12404-8
36521309,Biochemical characterization of a glycoside hydrolase family 43 β-D-galactofuranosidase from the fungus Aspergillus niger,"Bulmer GS, Yuen FW, Begum N, Jones BS, Flitsch SL, van Munster JM.",Enzyme Microb Technol. 2023 Mar;164:110170. doi: 10.1016/j.enzmictec.2022.110170. Epub 2022 Dec 5.,Bulmer GS,Enzyme Microb Technol,2023,2022/12/15,,,10.1016/j.enzmictec.2022.110170
36877249,Crystal structure and identification of amino acid residues for catalysis and binding of GH3 AnBX β-xylosidase from Aspergillus niger,"Kaenying W, Choengpanya K, Tagami T, Wattana-Amorn P, Lang W, Okuyama M, Li YK, Kimura A, Kongsaeree PT.",Appl Microbiol Biotechnol. 2023 Apr;107(7-8):2335-2349. doi: 10.1007/s00253-023-12445-z. Epub 2023 Mar 6.,Kaenying W,Appl Microbiol Biotechnol,2023,2023/3/6,,,10.1007/s00253-023-12445-z
37712987,Microbial detoxification of bifenthrin insecticide by selected fungal strains and optimizing conditions using response surface methodology for agricultural sustainability,"Majid S, Ahmad KS, Al-Qahtani WH, Malik MA.",Environ Monit Assess. 2023 Sep 15;195(10):1214. doi: 10.1007/s10661-023-11801-w.,Majid S,Environ Monit Assess,2023,2023/9/15,,,10.1007/s10661-023-11801-w
37341752,The phenomenon of strain degeneration in biotechnologically relevant fungi,"Danner C, Mach RL, Mach-Aigner AR.",Appl Microbiol Biotechnol. 2023 Aug;107(15):4745-4758. doi: 10.1007/s00253-023-12615-z. Epub 2023 Jun 21.,Danner C,Appl Microbiol Biotechnol,2023,2023/6/21,PMC10345034,,10.1007/s00253-023-12615-z
35802236,Bioconversion of Jackfruit Seed Waste to Fungal Biomass Protein by Submerged Fermentation,"Chakraborty A, Bhowal J.",Appl Biochem Biotechnol. 2023 Apr;195(4):2158-2171. doi: 10.1007/s12010-022-04063-8. Epub 2022 Jul 8.,Chakraborty A,Appl Biochem Biotechnol,2023,2022/7/8,,,10.1007/s12010-022-04063-8
37121347,Aspergillus niger CJ6 extract with antimicrobial potential promotes in-vitro cytotoxicity and induced apoptosis against MIA PaCa-2 cell line,"Bhat MP, Chakraborty B, Nagaraja SK, Gunagambhire PV, Kumar RS, Nayaka S, Almansour AI, Perumal K.",Environ Res. 2023 Jul 15;229:116008. doi: 10.1016/j.envres.2023.116008. Epub 2023 Apr 29.,Bhat MP,Environ Res,2023,2023/4/30,,,10.1016/j.envres.2023.116008
36892276,Catalytic activity of glucose oxidase after dielectrophoretic immobilization on nanoelectrodes,"Prüfer M, Stanke S, Bier FF, Hölzel R.",Electrophoresis. 2023 Jun;44(11-12):956-967. doi: 10.1002/elps.202300010. Epub 2023 Mar 16.,Prüfer M,Electrophoresis,2023,2023/3/9,,,10.1002/elps.202300010
36690236,Fungal feruloyl esterases can catalyze release of diferulic acids from complex arabinoxylan,"Lin S, Hunt CJ, Holck J, Brask J, Krogh KBRM, Meyer AS, Wilkens C, Agger JW.",Int J Biol Macromol. 2023 Mar 31;232:123365. doi: 10.1016/j.ijbiomac.2023.123365. Epub 2023 Jan 21.,Lin S,Int J Biol Macromol,2023,2023/1/23,,,10.1016/j.ijbiomac.2023.123365
36575961,Metabolic engineering of Aspergillus niger to enhance production of ethanol,"de Los Santos Mondragón AI, Barragan BAA, Sánchez UR, Calleja CAL, Millán-Chiu BE, Loske AM, Lim MAG.",Biotechnol Appl Biochem. 2023 Jun;70(3):1176-1188. doi: 10.1002/bab.2430. Epub 2023 Jan 9.,de Los Santos Mondragón AI,Biotechnol Appl Biochem,2023,2022/12/28,,,10.1002/bab.2430
37434070,"Improving the Growth and Productivity of Macrotyloma uniflorum Medicinal Plant by the Co-inoculation of P, Zn and K-Solubilizing Fungi Under Field Conditions","Rawat J, Saxena J, Sanwal P, Maddela NR, Nain L, Prasad R.",Curr Microbiol. 2023 Jul 11;80(9):277. doi: 10.1007/s00284-023-03385-y.,Rawat J,Curr Microbiol,2023,2023/7/11,,,10.1007/s00284-023-03385-y
37031896,Removal of different vat dyes by Aspergillus niger: A comparative study focusing on the molecular structure,"Alihosseini F, Azimi SH, Mostajeran M, Feiz M.",J Microbiol Methods. 2023 May;208:106720. doi: 10.1016/j.mimet.2023.106720. Epub 2023 Apr 7.,Alihosseini F,J Microbiol Methods,2023,2023/4/9,,,10.1016/j.mimet.2023.106720
37642851,Production of 11α-Hydroxysteroid Derivatives by Corynebacterium glutamicum Expressing the Rhizopus oryzae Hydroxylating System,"Galán B, Felpeto-Santero C, García JL.",Methods Mol Biol. 2023;2704:277-289. doi: 10.1007/978-1-0716-3385-4_17.,Galán B,Methods Mol Biol,2023,2023/8/29,,,10.1007/978-1-0716-3385-4_17
37709813,"Biodeterioration effects of three Aspergillus species on stucco supported on a wooden panel modeled from Sultan al-Ashraf Qaytbay Mausoleum, Egypt","Afifi HAM, Mansour MMA, Hassan AGAI, Salem MZM.",Sci Rep. 2023 Sep 14;13(1):15241. doi: 10.1038/s41598-023-42028-x.,Afifi HAM,Sci Rep,2023,2023/9/14,PMC10502143,,10.1038/s41598-023-42028-x
37120239,Inhibitive effect and mechanism of cinnamaldehyde on growth and OTA production of Aspergillus niger in vitro and in dried red chilies,"Chen J, Wang H, Chen Y, Zhu Q, Wan J.",Food Res Int. 2023 Jun;168:112794. doi: 10.1016/j.foodres.2023.112794. Epub 2023 Apr 6.,Chen J,Food Res Int,2023,2023/4/29,,,10.1016/j.foodres.2023.112794
37224186,Antibacterial and anti-Toxoplasma activities of Aspergillus niger endophytic fungus isolated from Ficus retusa: in vitro and in vivo approach,"Moglad E, Elekhnawy E, Negm WA, Eliwa D, Sami Younis S, Mohamed Elmansory B, Mahgoub S, Ahmed EA, Momtaz Al-Fakhrany O.",Artif Cells Nanomed Biotechnol. 2023 Dec;51(1):297-308. doi: 10.1080/21691401.2023.2215531.,Moglad E,Artif Cells Nanomed Biotechnol,2023,2023/5/24,,,10.1080/21691401.2023.2215531
36516581,Improvement of fungal extraction of phosphorus from sewage sludge ash by Aspergillus niger using sludge filtrate as nutrient substrate,"Su L, Hu L, Sui Q, Ding C, Fang D, Zhou L.",Waste Manag. 2023 Feb 15;157:25-35. doi: 10.1016/j.wasman.2022.12.007. Epub 2022 Dec 12.,Su L,Waste Manag,2023,2022/12/14,,,10.1016/j.wasman.2022.12.007
37088735,Aspergillus Niger Derived Wrinkle-Like Carbon as Superior Electrode for Advanced Vanadium Redox Flow Batteries,"Deng Q, Zhou WB, Wang HR, Fu N, Wu XW, Wu YP.",Adv Sci (Weinh). 2023 Jun;10(18):e2300640. doi: 10.1002/advs.202300640. Epub 2023 Apr 23.,Deng Q,Adv Sci (Weinh),2023,2023/4/23,PMC10288236,,10.1002/advs.202300640
36921821,"Xylanase covalent binding onto amidated pectin beads: Optimization, thermal, operational and storage stability studies and application","Saleh SAA, Abdel Wahab WA, Mostafa FA, Wahba MI.",Int J Biol Macromol. 2023 May 1;236:124018. doi: 10.1016/j.ijbiomac.2023.124018. Epub 2023 Mar 14.,Saleh SAA,Int J Biol Macromol,2023,2023/3/15,,,10.1016/j.ijbiomac.2023.124018
36721204,Biochemical characterization and insights into the potency of the acidic Aspergillus niger NRC114 purified α-galactosidase in removing raffinose family oligosaccharides from soymilk yogurt,"Othman AM, Elshafei AM, Elsayed MA, Ibrahim GE, Hassan MM, Mehanna NS.",BMC Biotechnol. 2023 Jan 31;23(1):3. doi: 10.1186/s12896-023-00773-x.,Othman AM,BMC Biotechnol,2023,2023/2/1,PMC9887927,,10.1186/s12896-023-00773-x
36792916,Effect of membrane depolarization against Aspergillus niger GM31 resistant by ultra nanoclusters characterized by Ag(2+) and Ag(3+) oxidation state,"Molina Hernandez JB, Scotti L, Valbonetti L, Gioia L, Paparella A, Paludi D, Aceto A, Ciriolo MR, Chaves Lopez C.",Sci Rep. 2023 Feb 15;13(1):2716. doi: 10.1038/s41598-023-29918-w.,Molina Hernandez JB,Sci Rep,2023,2023/2/15,PMC9932144,,10.1038/s41598-023-29918-w
37160824,"α-L-rhamnosidase: production, properties, and applications","Pan L, Zhang Y, Zhang F, Wang Z, Zheng J.",World J Microbiol Biotechnol. 2023 May 10;39(7):191. doi: 10.1007/s11274-023-03638-9.,Pan L,World J Microbiol Biotechnol,2023,2023/5/10,,,10.1007/s11274-023-03638-9
37332032,Investigating the use of Aspergillus niger fermentation broth as a washing treatment for arsenic and antimony co-contaminated soil,"Chai X, Cao F, Zhang C, Zhong K, Jiang L.",Environ Sci Pollut Res Int. 2023 Jul;30(34):82866-82877. doi: 10.1007/s11356-023-28201-9. Epub 2023 Jun 19.,Chai X,Environ Sci Pollut Res Int,2023,2023/6/18,,,10.1007/s11356-023-28201-9
36057704,Enhancement of chromate phytoremediation and soil reclamation potential of Brassica campestris L. by Aspergillus niger,"Qadir M, Hussain A, Shah M, Hamayun M, Iqbal A, Nadia.",Environ Sci Pollut Res Int. 2023 Jan;30(4):9471-9482. doi: 10.1007/s11356-022-22678-6. Epub 2022 Sep 3.,Qadir M,Environ Sci Pollut Res Int,2023,2022/9/3,,,10.1007/s11356-022-22678-6
36617580,Antifungal activity of potential probiotic Limosilactobacillus fermentum strains and their role against toxigenic aflatoxin-producing aspergilli,"Mahjoory Y, Mohammadi R, Hejazi MA, Nami Y.",Sci Rep. 2023 Jan 8;13(1):388. doi: 10.1038/s41598-023-27721-1.,Mahjoory Y,Sci Rep,2023,2023/1/8,PMC9826785,,10.1038/s41598-023-27721-1
35876096,"Isonicotinic acid N-oxide, from isoniazid biotransformation by Aspergillus niger, as an InhA inhibitor antituberculous agent against multiple and extensively resistant strains supported by in silico docking and ADME prediction","Ragab AE, Badawy ET, Aboukhatwa SM, Abdel-Aziz MM, Kabbash A, Abo Elseoud KA.",Nat Prod Res. 2023 May;37(10):1687-1692. doi: 10.1080/14786419.2022.2103695. Epub 2022 Jul 23.,Ragab AE,Nat Prod Res,2023,2022/7/25,,,10.1080/14786419.2022.2103695
36309457,The Penicillium digitatum antifungal protein PdAfpB shows high activity against mycobiota involved in sliced bread spoilage,"Abad AV, Manzanares P, Marcos JF, Martínez-Culebras PV.",Food Microbiol. 2023 Feb;109:104142. doi: 10.1016/j.fm.2022.104142. Epub 2022 Sep 14.,Abad AV,Food Microbiol,2023,2022/10/29,,,10.1016/j.fm.2022.104142
37210954,High-pressure pulses for Aspergillus niger spore inactivation in a model pharmaceutical lipid emulsion,"Brito-Bazán E, Ascanio G, Iñiguez-Moreno M, Calderón-Santoyo M, Córdova-Aguilar MS, Brito-de la Fuente E, Ragazzo-Sánchez JA.",Int J Food Microbiol. 2023 Aug 16;399:110255. doi: 10.1016/j.ijfoodmicro.2023.110255. Epub 2023 May 13.,Brito-Bazán E,Int J Food Microbiol,2023,2023/5/21,,,10.1016/j.ijfoodmicro.2023.110255
37505675,Effects of Aspergillus niger Infection on the Quality of Jujube and Ochratoxin A Cumulative Effect,"Xin X, Nan M, Bi Y, Xue H, Zhang Y, Wang J, Lu Z.",Toxins (Basel). 2023 Jun 21;15(7):406. doi: 10.3390/toxins15070406.,Xin X,Toxins (Basel),2023,2023/7/28,PMC10467135,,10.3390/toxins15070406
36402386,Chitosan coated - biogenic silver nanoparticles from wheat residues as green antifungal and nanoprimig in wheat seeds,"Mondéjar-López M, López-Jimenez AJ, Ahrazem O, Gómez-Gómez L, Niza E.",Int J Biol Macromol. 2023 Jan 15;225:964-973. doi: 10.1016/j.ijbiomac.2022.11.159. Epub 2022 Nov 17.,Mondéjar-López M,Int J Biol Macromol,2023,2022/11/19,,,10.1016/j.ijbiomac.2022.11.159
37257666,"Aspergillus welwitschiae; an otomycosis predominant agent, new epidemiological and antifungal susceptibility data from Iran","Halvaeezadeh M, Jalaee GA, Fatahinia M, Mahmoudabadi AZ.",Microb Pathog. 2023 Aug;181:106180. doi: 10.1016/j.micpath.2023.106180. Epub 2023 May 29.,Halvaeezadeh M,Microb Pathog,2023,2023/5/31,,,10.1016/j.micpath.2023.106180
36934945,"Insights into differences between spore-assisted and pellet-assisted microalgae harvesting using a highly efficient fungus: Efficiency, high-value substances, and mechanisms","Wang QR, Hong Y, Li LH.",Sci Total Environ. 2023 Jun 15;877:162945. doi: 10.1016/j.scitotenv.2023.162945. Epub 2023 Mar 20.,Wang QR,Sci Total Environ,2023,2023/3/19,,,10.1016/j.scitotenv.2023.162945
37682930,Increasing phosphorus rate alters microbial dynamics and soil available P in a Lixisol of Zimbabwe,"Tauro TP, Nezomba H, Mtambanengwe F, Mapfumo P.",PLoS One. 2023 Sep 8;18(9):e0291226. doi: 10.1371/journal.pone.0291226. eCollection 2023.,Tauro TP,PLoS One,2023,2023/9/8,PMC10490935,,10.1371/journal.pone.0291226
36770601,Synthesis and Antimicrobial Activity Evaluation of Homodrimane Sesquiterpenoids with a Benzimidazole Unit,"Lungu L, Blaja S, Cucicova C, Ciocarlan A, Barba A, Kulcițki V, Shova S, Vornicu N, Geana EI, Mangalagiu II, Aricu A.",Molecules. 2023 Jan 17;28(3):933. doi: 10.3390/molecules28030933.,Lungu L,Molecules,2023,2023/2/11,PMC9921711,,10.3390/molecules28030933
36084599,In vitro and in vivo efficacy of poly(lactic acid) nanofiber packaging containing essential oils from Ocimum basilicum L. and Ocimum gratissimum L. against Aspergillus carbonarius and Aspergillus niger in table grapes,"Magalhães Brandão R, Roberto Batista L, Elvis de Oliveira J, Bispo Barbosa R, Lee Nelson D, Graças Cardoso M.",Food Chem. 2023 Jan 30;400:134087. doi: 10.1016/j.foodchem.2022.134087. Epub 2022 Sep 5.,Magalhães Brandão R,Food Chem,2023,2022/9/9,,,10.1016/j.foodchem.2022.134087
36627557,"Aspergillus Niger thermostable Cytosine deaminase-dextran conjugates with enhanced structure stability, proteolytic resistance, and Antiproliferative activity","El-Sayed ASA, Rady AM, Mohamed HT, Zein N, Yassin MA, Mohamed NZ, Hassan A, Amer MM, El-Sharakawy R, El-Sharkawy AA, El-Sayed N, Ali MG.",BMC Microbiol. 2023 Jan 10;23(1):9. doi: 10.1186/s12866-023-02754-8.,El-Sayed ASA,BMC Microbiol,2023,2023/1/10,PMC9830863,,10.1186/s12866-023-02754-8
37524718,"Influence of α-Fe(2)O(3), CuO and GO 2D nano-fillers on the structure, physical properties and antifungal activity of Na-CMC-PAAm blend","Abou Elfadl A, Ibrahim AMM, El Sayed AM, Saber S, Elnaggar S, Ibrahim IM.",Sci Rep. 2023 Jul 31;13(1):12358. doi: 10.1038/s41598-023-39056-y.,Abou Elfadl A,Sci Rep,2023,2023/7/31,PMC10390538,,10.1038/s41598-023-39056-y
